"id";"garden";"species";"compound";"time";"diam";"can.be.presented"
145;1;1;3;0;8,1;TRUE
146;1;1;3;0;8;TRUE
147;1;1;3;0;8,2;TRUE
148;2;1;3;0;9,2;TRUE
149;2;1;3;0;9,3;TRUE
150;2;1;3;0;8,9;TRUE
151;2;1;3;0;8,9;TRUE
152;2;1;3;0;9,3;TRUE
153;2;1;3;0;9,4;TRUE
154;2;1;3;0;9,4;TRUE
155;2;1;3;0;9,4;TRUE
156;2;1;3;0;9,4;TRUE
157;2;1;3;0;9;TRUE
158;2;1;3;0;9,2;TRUE
159;2;1;3;0;9,4;TRUE
160;2;1;3;0;9,5;TRUE
161;2;1;3;0;9,6;TRUE
162;2;1;3;0;9,4;TRUE
163;1;2;3;0;10,4;TRUE
164;1;2;3;0;10,4;TRUE
165;1;2;3;0;10,2;TRUE
166;1;2;3;0;10,7;TRUE
167;1;2;3;0;10,9;TRUE
168;1;2;3;0;10,4;TRUE
169;1;2;3;0;10,3;TRUE
170;1;2;3;0;10,2;TRUE
171;1;2;3;0;10,7;TRUE
172;1;2;3;0;10,8;TRUE
173;1;2;3;0;10,7;TRUE
174;1;2;3;0;10,7;TRUE
175;1;2;3;0;10,3;TRUE
176;1;2;3;0;10,5;TRUE
177;1;2;3;0;10,9;TRUE
178;2;2;3;0;12,1;TRUE
179;2;2;3;0;11,1;TRUE
180;2;2;3;0;11,6;TRUE
181;2;2;3;0;12,1;TRUE
182;2;2;3;0;11,8;TRUE
183;2;2;3;0;11,4;TRUE
184;2;2;3;0;11,5;TRUE
185;2;2;3;0;11;TRUE
186;2;2;3;0;11,5;TRUE
187;2;2;3;0;11,2;TRUE
188;2;2;3;0;11,7;TRUE
189;2;2;3;0;11,3;TRUE
190;2;2;3;0;11,8;TRUE
191;2;2;3;0;11,8;TRUE
192;2;2;3;0;11,1;TRUE
193;1;1;4;0;8,3;TRUE
194;1;1;4;0;8,4;TRUE
195;1;1;4;0;8,4;TRUE
196;1;1;4;0;8,6;TRUE
197;1;1;4;0;8,5;TRUE
198;1;1;4;0;8,5;TRUE
199;1;1;4;0;8,1;TRUE
200;1;1;4;0;8,2;TRUE
201;1;1;4;0;8,3;TRUE
202;1;1;4;0;8,1;TRUE
203;1;1;4;0;8,2;TRUE
204;1;1;4;0;8,1;TRUE
205;1;1;4;0;8,3;TRUE
206;1;1;4;0;8,1;TRUE
207;1;1;4;0;8,4;TRUE
208;2;1;4;0;9;TRUE
209;2;1;4;0;9,3;TRUE
210;2;1;4;0;9,3;TRUE
211;2;1;4;0;9,6;TRUE
212;2;1;4;0;9,3;TRUE
213;2;1;4;0;9,2;TRUE
214;2;1;4;0;9,1;TRUE
215;2;1;4;0;10;TRUE
216;2;1;4;0;9,5;TRUE
217;2;1;4;0;8,1;TRUE
218;2;1;4;0;9,4;TRUE
219;2;1;4;0;9,4;TRUE
220;2;1;4;0;9,7;TRUE
221;2;1;4;0;9,2;TRUE
222;2;1;4;0;9,5;TRUE
223;1;2;4;0;10,8;TRUE
224;1;2;4;0;10,2;TRUE
225;1;2;4;0;10,5;TRUE
226;1;2;4;0;10,3;TRUE
227;1;2;4;0;10,2;TRUE
228;1;2;4;0;11;TRUE
229;1;2;4;0;11;TRUE
230;1;2;4;0;10,5;TRUE
231;1;2;4;0;11,2;TRUE
232;1;2;4;0;10,5;TRUE
233;1;2;4;0;11,2;TRUE
234;1;2;4;0;10,4;TRUE
235;1;2;4;0;10,1;TRUE
236;1;2;4;0;10,3;TRUE
237;1;2;4;0;10,7;TRUE
238;2;2;4;0;11,5;TRUE
239;2;2;4;0;11,7;TRUE
240;2;2;4;0;10,9;TRUE
241;2;2;4;0;12,2;TRUE
242;2;2;4;0;10,8;TRUE
243;2;2;4;0;11,8;TRUE
244;2;2;4;0;11,8;TRUE
245;2;2;4;0;11,9;TRUE
246;2;2;4;0;12,5;TRUE
247;2;2;4;0;11,8;TRUE
248;2;2;4;0;11;TRUE
249;2;2;4;0;12,2;TRUE
250;2;2;4;0;10,9;TRUE
251;2;2;4;0;11,6;TRUE
252;2;2;4;0;11,1;TRUE
253;1;1;5;0;7,9;TRUE
254;1;1;5;0;8;TRUE
255;1;1;5;0;8,4;TRUE
256;1;1;5;0;8,1;TRUE
257;1;1;5;0;8,1;TRUE
258;1;1;5;0;8;TRUE
259;1;1;5;0;8,3;TRUE
260;1;1;5;0;8,5;TRUE
261;1;1;5;0;7,9;TRUE
262;1;1;5;0;8,1;TRUE
263;1;1;5;0;8,3;TRUE
264;1;1;5;0;8,4;TRUE
265;1;1;5;0;8;TRUE
266;1;1;5;0;8,4;TRUE
267;1;1;5;0;8,4;TRUE
268;2;1;5;0;8,6;TRUE
269;2;1;5;0;9;TRUE
270;2;1;5;0;8,7;TRUE
271;2;1;5;0;9,1;TRUE
272;2;1;5;0;9;TRUE
273;2;1;5;0;8,9;TRUE
274;2;1;5;0;9,4;TRUE
275;2;1;5;0;9,1;TRUE
276;2;1;5;0;9,1;TRUE
277;2;1;5;0;8,9;TRUE
278;2;1;5;0;9,1;TRUE
279;2;1;5;0;9;TRUE
280;2;1;5;0;9,1;TRUE
281;2;1;5;0;9,1;TRUE
282;2;1;5;0;9;TRUE
283;1;2;5;0;10,7;TRUE
284;1;2;5;0;10,4;TRUE
285;1;2;5;0;10,8;TRUE
286;1;2;5;0;11;TRUE
287;1;2;5;0;10,4;TRUE
288;1;2;5;0;10,6;TRUE
289;1;2;5;0;10,4;TRUE
290;1;2;5;0;10,1;TRUE
291;1;2;5;0;11;TRUE
292;1;2;5;0;10,3;TRUE
293;1;2;5;0;10,6;TRUE
294;1;2;5;0;10,6;TRUE
295;1;2;5;0;10,8;TRUE
296;1;2;5;0;10,7;TRUE
297;1;2;5;0;11,1;TRUE
298;2;2;5;0;11,9;TRUE
299;2;2;5;0;11,2;TRUE
300;2;2;5;0;11,2;TRUE
301;2;2;5;0;11,2;TRUE
302;2;2;5;0;11,2;TRUE
303;2;2;5;0;11,3;TRUE
304;2;2;5;0;11,6;TRUE
305;2;2;5;0;11,2;TRUE
306;2;2;5;0;11,8;TRUE
307;2;2;5;0;10,7;TRUE
308;2;2;5;0;11,6;TRUE
309;2;2;5;0;11,3;TRUE
310;2;2;5;0;11,4;TRUE
311;2;2;5;0;11,1;TRUE
312;2;2;5;0;11,5;TRUE
313;1;1;6;0;7,8;TRUE
314;1;1;6;0;7,8;TRUE
315;1;1;6;0;8,2;TRUE
316;1;1;6;0;8,3;TRUE
317;1;1;6;0;8,1;TRUE
318;1;1;6;0;8,2;TRUE
319;1;1;6;0;8,4;TRUE
320;1;1;6;0;8,8;TRUE
321;1;1;6;0;7,9;TRUE
322;1;1;6;0;8,3;TRUE
323;1;1;6;0;8,2;TRUE
324;1;1;6;0;8,4;TRUE
325;1;1;6;0;8;TRUE
326;1;1;6;0;8,3;TRUE
327;1;1;6;0;8,3;TRUE
328;2;1;6;0;9,2;TRUE
329;2;1;6;0;8,8;TRUE
330;2;1;6;0;9,3;TRUE
331;2;1;6;0;9,4;TRUE
332;2;1;6;0;9,3;TRUE
333;2;1;6;0;9,1;TRUE
334;2;1;6;0;9,3;TRUE
335;2;1;6;0;8,3;TRUE
336;2;1;6;0;9,2;TRUE
337;2;1;6;0;9,7;TRUE
338;2;1;6;0;9,4;TRUE
339;2;1;6;0;9,6;TRUE
340;2;1;6;0;9,2;TRUE
341;2;1;6;0;9,9;TRUE
342;2;1;6;0;9,3;TRUE
343;1;2;6;0;10,6;TRUE
344;1;2;6;0;10,5;TRUE
345;1;2;6;0;10,5;TRUE
346;1;2;6;0;10,6;TRUE
347;1;2;6;0;9,8;TRUE
348;1;2;6;0;10,9;TRUE
349;1;2;6;0;11,2;TRUE
350;1;2;6;0;10,7;TRUE
351;1;2;6;0;10,8;TRUE
352;1;2;6;0;10,6;TRUE
353;1;2;6;0;10,7;TRUE
354;1;2;6;0;10,8;TRUE
355;1;2;6;0;10,9;TRUE
356;1;2;6;0;10,4;TRUE
357;1;2;6;0;10;TRUE
358;2;2;6;0;11,6;TRUE
359;2;2;6;0;11,3;TRUE
360;2;2;6;0;11,8;TRUE
361;2;2;6;0;11,9;TRUE
362;2;2;6;0;11,1;TRUE
363;2;2;6;0;11,8;TRUE
364;2;2;6;0;11,5;TRUE
365;2;2;6;0;11,7;TRUE
366;2;2;6;0;11,4;TRUE
367;2;2;6;0;11,5;TRUE
368;2;2;6;0;11,4;TRUE
369;2;2;6;0;11,7;TRUE
370;2;2;6;0;11;TRUE
371;2;2;6;0;11,5;TRUE
372;2;2;6;0;11,5;TRUE
373;1;1;7;0;8,3;TRUE
374;1;1;7;0;8,2;TRUE
375;1;1;7;0;8,1;TRUE
376;1;1;7;0;7,9;TRUE
377;1;1;7;0;8,1;TRUE
378;1;1;7;0;8,4;TRUE
379;1;1;7;0;8,6;TRUE
380;1;1;7;0;8,3;TRUE
381;1;1;7;0;8,3;TRUE
382;1;1;7;0;7,9;TRUE
383;1;1;7;0;8;TRUE
384;1;1;7;0;8,6;TRUE
385;1;1;7;0;8,3;TRUE
386;1;1;7;0;8,2;TRUE
387;1;1;7;0;8,2;TRUE
388;2;1;7;0;8,8;TRUE
389;2;1;7;0;8,7;TRUE
390;2;1;7;0;9,5;TRUE
391;2;1;7;0;9,4;TRUE
392;2;1;7;0;9,3;TRUE
393;2;1;7;0;9,2;TRUE
394;2;1;7;0;9,5;TRUE
395;2;1;7;0;9,1;TRUE
396;2;1;7;0;9,3;TRUE
397;2;1;7;0;8,5;TRUE
398;2;1;7;0;9,4;TRUE
399;2;1;7;0;9;TRUE
400;2;1;7;0;9;TRUE
401;2;1;7;0;9,3;TRUE
402;2;1;7;0;9,1;TRUE
403;1;2;7;0;10,9;TRUE
404;1;2;7;0;10,8;TRUE
405;1;2;7;0;10,4;TRUE
406;1;2;7;0;10,3;TRUE
407;1;2;7;0;10;TRUE
408;1;2;7;0;10,8;TRUE
409;1;2;7;0;11;TRUE
410;1;2;7;0;10,1;TRUE
411;1;2;7;0;10,5;TRUE
412;1;2;7;0;10,5;TRUE
413;1;2;7;0;10,1;TRUE
414;1;2;7;0;10,4;TRUE
415;1;2;7;0;10,4;TRUE
416;1;2;7;0;11;TRUE
417;1;2;7;0;10,2;TRUE
418;2;2;7;0;11,3;TRUE
419;2;2;7;0;11,2;TRUE
420;2;2;7;0;10,9;TRUE
421;2;2;7;0;11,9;TRUE
422;2;2;7;0;11,9;TRUE
423;2;2;7;0;12,1;TRUE
424;2;2;7;0;11,2;TRUE
425;2;2;7;0;12,3;TRUE
426;2;2;7;0;11,3;TRUE
427;2;2;7;0;11,4;TRUE
428;2;2;7;0;12,2;TRUE
429;2;2;7;0;11,8;TRUE
430;2;2;7;0;10,9;TRUE
431;2;2;7;0;11,5;TRUE
432;2;2;7;0;11,4;TRUE
433;1;1;8;0;8,2;TRUE
434;1;1;8;0;8,2;TRUE
435;1;1;8;0;8,2;TRUE
436;1;1;8;0;8,5;TRUE
437;1;1;8;0;8,1;TRUE
438;1;1;8;0;8,1;TRUE
439;1;1;8;0;8;TRUE
440;1;1;8;0;8,4;TRUE
441;1;1;8;0;8,3;TRUE
442;1;1;8;0;8,2;TRUE
443;1;1;8;0;8,1;TRUE
444;1;1;8;0;8,4;TRUE
445;1;1;8;0;8,2;TRUE
446;1;1;8;0;8,6;TRUE
447;1;1;8;0;8,2;TRUE
448;2;1;8;0;9;TRUE
449;2;1;8;0;9,3;TRUE
450;2;1;8;0;9;TRUE
451;2;1;8;0;9,2;TRUE
452;2;1;8;0;9,2;TRUE
453;2;1;8;0;9,3;TRUE
454;2;1;8;0;9,4;TRUE
455;2;1;8;0;9,5;TRUE
456;2;1;8;0;9,1;TRUE
457;2;1;8;0;8,7;TRUE
458;2;1;8;0;9,4;TRUE
459;2;1;8;0;9,6;TRUE
460;2;1;8;0;9,1;TRUE
461;2;1;8;0;9;TRUE
462;2;1;8;0;9,3;TRUE
463;1;2;8;0;10,2;TRUE
464;1;2;8;0;10,5;TRUE
465;1;2;8;0;10,6;TRUE
466;1;2;8;0;11,2;TRUE
467;1;2;8;0;11;TRUE
468;1;2;8;0;11;TRUE
469;1;2;8;0;10,8;TRUE
470;1;2;8;0;11;TRUE
471;1;2;8;0;10,6;TRUE
472;1;2;8;0;10,2;TRUE
473;1;2;8;0;10,2;TRUE
474;1;2;8;0;10,6;TRUE
475;1;2;8;0;11,2;TRUE
476;1;2;8;0;10,9;TRUE
477;1;2;8;0;10,3;TRUE
478;2;2;8;0;12;TRUE
479;2;2;8;0;11,6;TRUE
480;2;2;8;0;11,9;TRUE
481;2;2;8;0;11,4;TRUE
482;2;2;8;0;11,8;TRUE
483;2;2;8;0;11,1;TRUE
484;2;2;8;0;11,9;TRUE
485;2;2;8;0;11,4;TRUE
486;2;2;8;0;11,5;TRUE
487;2;2;8;0;10,9;TRUE
488;2;2;8;0;11,6;TRUE
489;2;2;8;0;11,3;TRUE
490;2;2;8;0;11,6;TRUE
491;2;2;8;0;11,5;TRUE
492;2;2;8;0;11,2;TRUE
493;1;1;9;0;8,1;TRUE
494;1;1;9;0;7,7;TRUE
495;1;1;9;0;8,4;TRUE
496;1;1;9;0;8,3;TRUE
497;1;1;9;0;8,3;TRUE
498;1;1;9;0;8;TRUE
499;1;1;9;0;7,8;TRUE
500;1;1;9;0;7,8;TRUE
501;1;1;9;0;8,5;TRUE
502;1;1;9;0;8,3;TRUE
503;1;1;9;0;8,2;TRUE
504;1;1;9;0;7,9;TRUE
505;1;1;9;0;8;TRUE
506;1;1;9;0;8,4;TRUE
507;1;1;9;0;8,3;TRUE
508;2;1;9;0;9,2;TRUE
509;2;1;9;0;8,5;TRUE
510;2;1;9;0;8,6;TRUE
511;2;1;9;0;8,9;TRUE
512;2;1;9;0;9,4;TRUE
513;2;1;9;0;9,5;TRUE
514;2;1;9;0;9,3;TRUE
515;2;1;9;0;9,2;TRUE
516;2;1;9;0;9,6;TRUE
517;2;1;9;0;9,5;TRUE
518;2;1;9;0;9,2;TRUE
519;2;1;9;0;9;TRUE
520;2;1;9;0;9,7;TRUE
521;2;1;9;0;9,3;TRUE
522;2;1;9;0;9,1;TRUE
523;1;2;9;0;10,4;TRUE
524;1;2;9;0;10,8;TRUE
525;1;2;9;0;10,5;TRUE
526;1;2;9;0;10,9;TRUE
527;1;2;9;0;10,8;TRUE
528;1;2;9;0;10,2;TRUE
529;1;2;9;0;10,2;TRUE
530;1;2;9;0;10,3;TRUE
531;1;2;9;0;10,2;TRUE
532;1;2;9;0;10,5;TRUE
533;1;2;9;0;10,3;TRUE
534;1;2;9;0;10,8;TRUE
535;1;2;9;0;10,9;TRUE
536;1;2;9;0;10,5;TRUE
537;1;2;9;0;10,4;TRUE
538;2;2;9;0;11,8;TRUE
539;2;2;9;0;10,9;TRUE
540;2;2;9;0;10,7;TRUE
541;2;2;9;0;11,4;TRUE
542;2;2;9;0;12,1;TRUE
543;2;2;9;0;11,4;TRUE
544;2;2;9;0;11,2;TRUE
545;2;2;9;0;11,2;TRUE
546;2;2;9;0;12,3;TRUE
547;2;2;9;0;10,9;TRUE
548;2;2;9;0;11;TRUE
549;2;2;9;0;11,5;TRUE
550;2;2;9;0;11,7;TRUE
551;2;2;9;0;11,4;TRUE
552;2;2;9;0;11,7;TRUE
553;1;1;10;0;8,3;TRUE
554;1;1;10;0;8,1;TRUE
555;1;1;10;0;8,1;TRUE
556;1;1;10;0;8,2;TRUE
557;1;1;10;0;8,2;TRUE
558;1;1;10;0;8;TRUE
559;1;1;10;0;7,9;TRUE
560;1;1;10;0;8,2;TRUE
561;1;1;10;0;8,5;TRUE
562;1;1;10;0;8,1;TRUE
563;1;1;10;0;8,2;TRUE
564;1;1;10;0;8,3;TRUE
565;1;1;10;0;8;TRUE
566;1;1;10;0;8,1;TRUE
567;1;1;10;0;8;TRUE
568;2;1;10;0;9,2;FALSE
569;2;1;10;0;9,2;FALSE
570;2;1;10;0;9,2;TRUE
571;2;1;10;0;9,2;FALSE
572;2;1;10;0;9,3;TRUE
573;2;1;10;0;9,6;TRUE
574;2;1;10;0;9,3;FALSE
575;2;1;10;0;8,9;TRUE
576;2;1;10;0;9,1;TRUE
577;2;1;10;0;9,2;TRUE
578;2;1;10;0;9,3;TRUE
579;2;1;10;0;9;TRUE
580;2;1;10;0;9,3;TRUE
581;2;1;10;0;9,6;TRUE
582;2;1;10;0;9;FALSE
583;1;2;10;0;10,8;TRUE
584;1;2;10;0;10,5;TRUE
585;1;2;10;0;10,9;TRUE
586;1;2;10;0;10,7;TRUE
587;1;2;10;0;10,6;TRUE
588;1;2;10;0;10,9;TRUE
589;1;2;10;0;10,7;TRUE
590;1;2;10;0;10,8;TRUE
591;1;2;10;0;10,8;TRUE
592;1;2;10;0;10,6;TRUE
593;1;2;10;0;10,8;TRUE
594;1;2;10;0;10,4;TRUE
595;1;2;10;0;10,9;TRUE
596;1;2;10;0;10,5;TRUE
597;1;2;10;0;10,8;TRUE
598;2;2;10;0;11,6;TRUE
599;2;2;10;0;11,6;TRUE
600;2;2;10;0;11,4;TRUE
601;2;2;10;0;11,2;TRUE
602;2;2;10;0;11,8;FALSE
603;2;2;10;0;11,8;TRUE
604;2;2;10;0;11,8;FALSE
605;2;2;10;0;11,5;FALSE
606;2;2;10;0;11,8;TRUE
607;2;2;10;0;12,3;FALSE
608;2;2;10;0;11,3;TRUE
609;2;2;10;0;12,4;TRUE
610;2;2;10;0;12,2;TRUE
611;2;2;10;0;11,2;TRUE
612;2;2;10;0;12;TRUE
613;1;1;11;0;8;TRUE
614;1;1;11;0;8,2;TRUE
615;1;1;11;0;8,3;TRUE
616;1;1;11;0;8,1;TRUE
617;1;1;11;0;8,2;TRUE
618;1;1;11;0;8,4;TRUE
619;1;1;11;0;8,3;TRUE
620;1;1;11;0;7,8;TRUE
621;1;1;11;0;8,2;TRUE
622;1;1;11;0;7,5;TRUE
623;1;1;11;0;8,5;TRUE
624;1;1;11;0;8,3;TRUE
625;1;1;11;0;7,9;TRUE
626;1;1;11;0;8,1;TRUE
627;1;1;11;0;8,2;TRUE
628;2;1;11;0;9,3;TRUE
629;2;1;11;0;9;TRUE
630;2;1;11;0;9,5;TRUE
631;2;1;11;0;9,3;TRUE
632;2;1;11;0;9,8;TRUE
633;2;1;11;0;9,4;TRUE
634;2;1;11;0;8,9;TRUE
635;2;1;11;0;9,2;TRUE
636;2;1;11;0;9,3;TRUE
637;2;1;11;0;9,2;TRUE
638;2;1;11;0;9,2;TRUE
639;2;1;11;0;9,2;TRUE
640;2;1;11;0;9,3;TRUE
641;2;1;11;0;8,7;TRUE
642;2;1;11;0;8,5;TRUE
643;1;2;11;0;10,5;TRUE
644;1;2;11;0;10,8;TRUE
645;1;2;11;0;10,9;TRUE
646;1;2;11;0;10,6;TRUE
647;1;2;11;0;10,7;TRUE
648;1;2;11;0;10,5;TRUE
649;1;2;11;0;10,8;TRUE
650;1;2;11;0;10,6;TRUE
651;1;2;11;0;10,8;TRUE
652;1;2;11;0;11,1;TRUE
653;1;2;11;0;11,1;TRUE
654;1;2;11;0;10,6;TRUE
655;1;2;11;0;10,7;TRUE
656;1;2;11;0;9,9;TRUE
657;1;2;11;0;10,6;TRUE
658;2;2;11;0;11,6;TRUE
659;2;2;11;0;11,2;TRUE
660;2;2;11;0;11,5;TRUE
661;2;2;11;0;11,7;TRUE
662;2;2;11;0;12,1;TRUE
663;2;2;11;0;12,1;TRUE
664;2;2;11;0;11,3;TRUE
665;2;2;11;0;11,1;TRUE
666;2;2;11;0;11,7;TRUE
667;2;2;11;0;10,8;TRUE
668;2;2;11;0;10,8;TRUE
669;2;2;11;0;11,9;TRUE
670;2;2;11;0;11,8;TRUE
671;2;2;11;0;11,3;TRUE
672;2;2;11;0;11,2;TRUE
673;1;1;12;0;8,2;TRUE
674;1;1;12;0;8,4;TRUE
675;1;1;12;0;7,9;TRUE
676;1;1;12;0;8;TRUE
677;1;1;12;0;8,3;TRUE
678;1;1;12;0;8,2;TRUE
679;1;1;12;0;8,5;TRUE
680;1;1;12;0;8,3;TRUE
681;1;1;12;0;9;TRUE
682;1;1;12;0;7,9;TRUE
683;1;1;12;0;8,1;TRUE
684;1;1;12;0;8,2;TRUE
685;1;1;12;0;7,9;TRUE
686;1;1;12;0;8,6;TRUE
687;1;1;12;0;8,3;TRUE
688;2;1;12;0;9,1;TRUE
689;2;1;12;0;9,4;TRUE
690;2;1;12;0;8,8;TRUE
691;2;1;12;0;9,5;TRUE
692;2;1;12;0;9,2;TRUE
693;2;1;12;0;9,1;TRUE
694;2;1;12;0;8,9;TRUE
695;2;1;12;0;9,7;TRUE
696;2;1;12;0;9,5;TRUE
697;2;1;12;0;8,9;TRUE
698;2;1;12;0;9,2;TRUE
699;2;1;12;0;9,2;TRUE
700;2;1;12;0;9,2;TRUE
701;2;1;12;0;9,5;TRUE
702;2;1;12;0;9,1;TRUE
703;1;2;12;0;10,9;TRUE
704;1;2;12;0;10,7;TRUE
705;1;2;12;0;9,9;TRUE
706;1;2;12;0;10,8;TRUE
707;1;2;12;0;10,3;TRUE
708;1;2;12;0;10,3;TRUE
709;1;2;12;0;10,5;TRUE
710;1;2;12;0;11,1;TRUE
711;1;2;12;0;10,9;TRUE
712;1;2;12;0;10,3;TRUE
713;1;2;12;0;10,7;TRUE
714;1;2;12;0;10,9;TRUE
715;1;2;12;0;10,7;TRUE
716;1;2;12;0;10,9;TRUE
717;1;2;12;0;10,8;TRUE
718;2;2;12;0;11,8;TRUE
719;2;2;12;0;11,1;TRUE
720;2;2;12;0;11,8;TRUE
721;2;2;12;0;11,5;TRUE
722;2;2;12;0;11,4;TRUE
723;2;2;12;0;11,3;TRUE
724;2;2;12;0;11,4;TRUE
725;2;2;12;0;11,7;TRUE
726;2;2;12;0;11,3;TRUE
727;2;2;12;0;11,5;TRUE
728;2;2;12;0;11,7;TRUE
729;2;2;12;0;11,3;TRUE
730;2;2;12;0;12,1;TRUE
731;2;2;12;0;12,1;TRUE
732;2;2;12;0;12,3;TRUE
733;1;1;13;0;8,2;TRUE
734;1;1;13;0;8,1;TRUE
735;1;1;13;0;8,1;TRUE
736;1;1;13;0;8,2;TRUE
737;1;1;13;0;8,3;TRUE
738;1;1;13;0;8,2;TRUE
739;1;1;13;0;8,3;TRUE
740;1;1;13;0;8,1;TRUE
741;1;1;13;0;8,1;TRUE
742;1;1;13;0;8,3;TRUE
743;1;1;13;0;8,4;TRUE
744;1;1;13;0;8,5;TRUE
745;1;1;13;0;8,3;TRUE
746;1;1;13;0;8,5;TRUE
747;1;1;13;0;8,2;TRUE
748;2;1;13;0;9,5;TRUE
749;2;1;13;0;8,9;TRUE
750;2;1;13;0;9,2;TRUE
751;2;1;13;0;8,8;TRUE
