"id";"garden";"species";"compound";"time";"diam";"can.be.presented"
3863;2;2;1;0;11,9;TRUE
3864;2;2;1;0;11,5;TRUE
3865;2;2;1;0;11,8;TRUE
3866;2;2;1;0;11,9;TRUE
3867;2;2;1;0;11,5;TRUE
3868;2;2;1;0;11,6;TRUE
3869;2;2;1;0;11,7;TRUE
3870;2;2;1;0;11,8;TRUE
3871;2;2;1;0;10,9;TRUE
3872;2;2;1;0;11,9;TRUE
3873;2;2;1;0;12,4;TRUE
3874;2;2;1;0;11,3;TRUE
3875;2;2;1;0;12,1;TRUE
3876;2;2;1;0;11;TRUE
3877;2;2;1;0;11,2;TRUE
3878;2;2;1;0;12;TRUE
3879;2;2;1;0;11,9;TRUE
3880;2;2;1;0;11,2;TRUE
3881;2;2;1;0;11,3;TRUE
3882;2;2;1;0;11,4;TRUE
3883;2;2;1;0;11,8;TRUE
3884;2;2;1;0;11;TRUE
3885;2;2;1;0;11,9;TRUE
3886;2;2;1;0;11,2;TRUE
3887;2;2;1;0;11,1;TRUE
3888;2;2;1;0;11,3;TRUE
3889;2;2;1;0;12;TRUE
3890;2;2;1;0;10,8;TRUE
3891;2;2;1;0;11,7;TRUE
3892;2;2;1;0;11,4;TRUE
3893;1;1;2;0;8,3;TRUE
3894;1;1;2;0;8,3;TRUE
3895;1;1;2;0;8,3;TRUE
3896;1;1;2;0;8,3;TRUE
3897;1;1;2;0;8,4;TRUE
3898;1;1;2;0;8,3;TRUE
3899;1;1;2;0;8,2;TRUE
3900;1;1;2;0;8;TRUE
3901;1;1;2;0;8,1;TRUE
3902;1;1;2;0;8,3;TRUE
3903;1;1;2;0;8;TRUE
3904;1;1;2;0;8,6;TRUE
3905;1;1;2;0;8,3;TRUE
3906;1;1;2;0;8,4;TRUE
3907;1;1;2;0;8;TRUE
3908;1;1;2;0;8,3;TRUE
3909;1;1;2;0;8,3;TRUE
3910;1;1;2;0;8,2;TRUE
3911;1;1;2;0;8,1;TRUE
3912;1;1;2;0;8,2;TRUE
3913;1;1;2;0;7,9;TRUE
3914;1;1;2;0;8,3;TRUE
3915;1;1;2;0;8,4;TRUE
3916;1;1;2;0;8,4;TRUE
3917;1;1;2;0;8,1;TRUE
3918;1;1;2;0;7,8;TRUE
3919;1;1;2;0;8,1;TRUE
3920;1;1;2;0;8,1;TRUE
3921;1;1;2;0;8,1;TRUE
3922;1;1;2;0;8,2;TRUE
3923;1;1;2;0;8,5;TRUE
3924;1;1;2;0;8,3;TRUE
3925;1;1;2;0;8;TRUE
3926;1;1;2;0;7,9;TRUE
3927;1;1;2;0;8,2;TRUE
3928;1;1;2;0;8,1;TRUE
3929;1;1;2;0;8;TRUE
3930;1;1;2;0;7,9;TRUE
3931;1;1;2;0;8,3;TRUE
3932;1;1;2;0;8,6;TRUE
3933;2;1;2;0;9,5;TRUE
3934;2;1;2;0;8,9;TRUE
3935;2;1;2;0;9;TRUE
3936;2;1;2;0;9,1;TRUE
3937;2;1;2;0;9,3;TRUE
3938;2;1;2;0;8,9;TRUE
3939;2;1;2;0;9,3;TRUE
3940;2;1;2;0;9,1;TRUE
3941;2;1;2;0;9,2;TRUE
3942;2;1;2;0;9,1;TRUE
3943;2;1;2;0;9,1;TRUE
3944;2;1;2;0;8,9;TRUE
3945;2;1;2;0;9,4;TRUE
3946;2;1;2;0;8,9;TRUE
3947;2;1;2;0;8,9;TRUE
3948;2;1;2;0;10,1;TRUE
3949;2;1;2;0;9,4;TRUE
3950;2;1;2;0;9,4;TRUE
3951;2;1;2;0;9,8;TRUE
3952;2;1;2;0;9,4;TRUE
3953;2;1;2;0;9,4;TRUE
3954;2;1;2;0;9,4;TRUE
3955;2;1;2;0;9;TRUE
3956;2;1;2;0;9,6;TRUE
3957;2;1;2;0;8,7;TRUE
3958;2;1;2;0;9,1;TRUE
3959;2;1;2;0;9,1;TRUE
3960;2;1;2;0;9,7;TRUE
3961;2;1;2;0;9,2;TRUE
3962;2;1;2;0;9,1;TRUE
3963;2;1;2;0;8,9;TRUE
3964;2;1;2;0;9,3;TRUE
3965;2;1;2;0;9,6;TRUE
3966;2;1;2;0;9;TRUE
3967;2;1;2;0;9;TRUE
3968;2;1;2;0;9,3;TRUE
3969;2;1;2;0;9,5;TRUE
3970;2;1;2;0;9;TRUE
3971;2;1;2;0;9,1;TRUE
3972;2;1;2;0;8,9;TRUE
3973;1;2;2;0;10,6;TRUE
3974;1;2;2;0;11,3;TRUE
3975;1;2;2;0;10,8;TRUE
3976;1;2;2;0;10,7;TRUE
3977;1;2;2;0;10,7;TRUE
3978;1;2;2;0;10,6;TRUE
3979;1;2;2;0;10,4;TRUE
3980;1;2;2;0;10,1;TRUE
3981;1;2;2;0;10,3;TRUE
3982;1;2;2;0;11,1;TRUE
3983;1;2;2;0;10,7;TRUE
3984;1;2;2;0;10,9;TRUE
3985;1;2;2;0;10,9;TRUE
3986;1;2;2;0;10,7;TRUE
3987;1;2;2;0;10,4;TRUE
3988;1;2;2;0;10,3;TRUE
3989;1;2;2;0;10,3;TRUE
3990;1;2;2;0;10,1;TRUE
3991;1;2;2;0;10,4;TRUE
3992;1;2;2;0;10,3;TRUE
3993;1;2;2;0;9,9;TRUE
3994;1;2;2;0;10,5;TRUE
3995;1;2;2;0;10,6;TRUE
3996;1;2;2;0;10,9;TRUE
3997;1;2;2;0;11,3;TRUE
3998;1;2;2;0;10,6;TRUE
3999;1;2;2;0;10,7;TRUE
4000;1;2;2;0;10,8;TRUE
4001;1;2;2;0;10,6;TRUE
4002;1;2;2;0;10,6;TRUE
4003;1;2;2;0;10,1;TRUE
4004;1;2;2;0;10,5;TRUE
4005;1;2;2;0;10,5;TRUE
4006;1;2;2;0;10,1;TRUE
4007;1;2;2;0;10,6;TRUE
4008;1;2;2;0;10,6;TRUE
4009;1;2;2;0;11;TRUE
4010;1;2;2;0;10,5;TRUE
4011;1;2;2;0;10,7;TRUE
4012;1;2;2;0;11,1;TRUE
4013;2;2;2;0;11;TRUE
4014;2;2;2;0;11,6;TRUE
4015;2;2;2;0;11,6;TRUE
4016;2;2;2;0;11,4;TRUE
4017;2;2;2;0;11,4;TRUE
4018;2;2;2;0;12;TRUE
4019;2;2;2;0;11,6;TRUE
4020;2;2;2;0;11,5;TRUE
4021;2;2;2;0;11,4;TRUE
4022;2;2;2;0;11,5;TRUE
4023;2;2;2;0;11,4;TRUE
4024;2;2;2;0;11,5;TRUE
4025;2;2;2;0;11,5;TRUE
4026;2;2;2;0;11,7;TRUE
4027;2;2;2;0;11,2;TRUE
4028;2;2;2;0;11,4;TRUE
4029;2;2;2;0;10,9;TRUE
4030;2;2;2;0;11,5;TRUE
4031;2;2;2;0;12;TRUE
4032;2;2;2;0;11,3;TRUE
4033;2;2;2;0;11,6;TRUE
4034;2;2;2;0;10,6;TRUE
4035;2;2;2;0;11,5;TRUE
4036;2;2;2;0;11,1;TRUE
4037;2;2;2;0;11,2;TRUE
4038;2;2;2;0;11,1;TRUE
4039;2;2;2;0;11,4;TRUE
4040;2;2;2;0;11,5;TRUE
4041;2;2;2;0;11,2;TRUE
4042;2;2;2;0;10,8;TRUE
4043;2;2;2;0;11,2;TRUE
4044;2;2;2;0;11,3;TRUE
4045;2;2;2;0;11;TRUE
4046;2;2;2;0;11,2;TRUE
4047;2;2;2;0;11,5;TRUE
4048;2;2;2;0;11,5;TRUE
4049;2;2;2;0;11,6;TRUE
4050;2;2;2;0;11,4;TRUE
4051;2;2;2;0;11,8;TRUE
4052;2;2;2;0;12;TRUE
4053;1;1;3;0;8,2;TRUE
4054;1;1;3;0;8,2;TRUE
4055;1;1;3;0;8,1;TRUE
4056;1;1;3;0;8,2;TRUE
4057;1;1;3;0;8;TRUE
4058;1;1;3;0;7,8;TRUE
4059;1;1;3;0;8,6;TRUE
4060;1;1;3;0;8,4;TRUE
4061;1;1;3;0;8,3;TRUE
4062;1;1;3;0;8,3;TRUE
4063;1;1;3;0;8,1;TRUE
4064;1;1;3;0;8,2;TRUE
4065;1;1;3;0;8,4;TRUE
4066;1;1;3;0;8,4;TRUE
4067;1;1;3;0;8,2;TRUE
4068;1;1;3;0;8,3;TRUE
4069;1;1;3;0;8,3;TRUE
4070;1;1;3;0;8,2;TRUE
4071;1;1;3;0;8,1;TRUE
4072;1;1;3;0;8,4;TRUE
4073;1;1;3;0;8,2;TRUE
4074;1;1;3;0;8,3;TRUE
4075;1;1;3;0;7,8;TRUE
4076;1;1;3;0;8,7;TRUE
4077;1;1;3;0;8,2;TRUE
4078;1;1;3;0;8,2;TRUE
4079;1;1;3;0;8;TRUE
4080;1;1;3;0;8,2;TRUE
4081;1;1;3;0;8,3;TRUE
4082;1;1;3;0;8,5;TRUE
4083;1;1;3;0;8,2;TRUE
4084;1;1;3;0;8,3;TRUE
4085;1;1;3;0;8,4;TRUE
4086;1;1;3;0;7,9;TRUE
4087;1;1;3;0;8,3;TRUE
4088;1;1;3;0;7,8;TRUE
4089;1;1;3;0;8,4;TRUE
4090;1;1;3;0;8,3;TRUE
4091;1;1;3;0;8;TRUE
4092;1;1;3;0;8,5;TRUE
4093;2;1;3;0;9,6;TRUE
4094;2;1;3;0;8,9;TRUE
4095;2;1;3;0;9,1;TRUE
4096;2;1;3;0;9,6;TRUE
4097;2;1;3;0;9,7;TRUE
4098;2;1;3;0;9,3;TRUE
4099;2;1;3;0;9,6;TRUE
4100;2;1;3;0;8,9;TRUE
4101;2;1;3;0;9,6;TRUE
4102;2;1;3;0;8,9;TRUE
4103;2;1;3;0;9,7;TRUE
4104;2;1;3;0;9,5;TRUE
4105;2;1;3;0;8,7;TRUE
4106;2;1;3;0;8,7;TRUE
4107;2;1;3;0;9,2;TRUE
4108;2;1;3;0;9,3;TRUE
4109;2;1;3;0;9,4;TRUE
4110;2;1;3;0;9,4;TRUE
4111;2;1;3;0;8,8;TRUE
4112;2;1;3;0;9,2;TRUE
4113;2;1;3;0;9,7;TRUE
4114;2;1;3;0;9,2;TRUE
4115;2;1;3;0;9,1;TRUE
4116;2;1;3;0;9,4;TRUE
4117;2;1;3;0;9,2;TRUE
4118;2;1;3;0;9,6;TRUE
4119;2;1;3;0;9,3;TRUE
4120;2;1;3;0;8,7;TRUE
4121;2;1;3;0;9,1;TRUE
4122;2;1;3;0;9;TRUE
4123;2;1;3;0;9,1;TRUE
4124;2;1;3;0;9;TRUE
4125;2;1;3;0;9,5;TRUE
4126;2;1;3;0;9,2;TRUE
4127;2;1;3;0;9,6;TRUE
4128;2;1;3;0;9,1;TRUE
4129;2;1;3;0;9,2;TRUE
4130;2;1;3;0;9,3;TRUE
4131;2;1;3;0;9,7;TRUE
4132;2;1;3;0;9,5;TRUE
4133;1;2;3;0;10,8;TRUE
4134;1;2;3;0;10,7;TRUE
4135;1;2;3;0;10,9;TRUE
4136;1;2;3;0;10,4;TRUE
4137;1;2;3;0;10,1;TRUE
4138;1;2;3;0;10,9;TRUE
4139;1;2;3;0;10,8;TRUE
4140;1;2;3;0;10,8;TRUE
4141;1;2;3;0;10,7;TRUE
4142;1;2;3;0;10,5;TRUE
4143;1;2;3;0;10,7;TRUE
4144;1;2;3;0;10,5;TRUE
4145;1;2;3;0;10,9;TRUE
4146;1;2;3;0;11,1;TRUE
4147;1;2;3;0;11;TRUE
4148;1;2;3;0;11;TRUE
4149;1;2;3;0;10,5;TRUE
4150;1;2;3;0;10,9;TRUE
4151;1;2;3;0;10,6;TRUE
4152;1;2;3;0;10,7;TRUE
4153;1;2;3;0;10,5;TRUE
4154;1;2;3;0;10,1;TRUE
4155;1;2;3;0;10,6;TRUE
4156;1;2;3;0;10,6;TRUE
4157;1;2;3;0;10,7;TRUE
4158;1;2;3;0;9,9;TRUE
4159;1;2;3;0;10,5;TRUE
4160;1;2;3;0;10,5;TRUE
4161;1;2;3;0;11,2;TRUE
4162;1;2;3;0;10,5;TRUE
4163;1;2;3;0;10,6;TRUE
4164;1;2;3;0;10,4;TRUE
4165;1;2;3;0;10,6;TRUE
4166;1;2;3;0;10,9;TRUE
4167;1;2;3;0;10,6;TRUE
4168;1;2;3;0;10,7;TRUE
4169;1;2;3;0;10,9;TRUE
4170;1;2;3;0;10,7;TRUE
4171;1;2;3;0;10,7;TRUE
4172;1;2;3;0;10,4;TRUE
4173;2;2;3;0;11,5;TRUE
4174;2;2;3;0;11,5;TRUE
4175;2;2;3;0;11,9;TRUE
4176;2;2;3;0;11,2;TRUE
4177;2;2;3;0;11;TRUE
4178;2;2;3;0;11,5;TRUE
4179;2;2;3;0;10,7;TRUE
4180;2;2;3;0;11,7;TRUE
4181;2;2;3;0;10,8;TRUE
4182;2;2;3;0;11,3;TRUE
4183;2;2;3;0;11,3;TRUE
4184;2;2;3;0;11,6;TRUE
4185;2;2;3;0;11;TRUE
4186;2;2;3;0;11;TRUE
4187;2;2;3;0;12;TRUE
4188;2;2;3;0;11,7;TRUE
4189;2;2;3;0;11,6;TRUE
4190;2;2;3;0;11,7;TRUE
4191;2;2;3;0;11,9;TRUE
4192;2;2;3;0;11,9;TRUE
4193;2;2;3;0;11,1;TRUE
4194;2;2;3;0;11,4;TRUE
4195;2;2;3;0;11,1;TRUE
4196;2;2;3;0;11,4;TRUE
4197;2;2;3;0;11,9;TRUE
4198;2;2;3;0;12,6;TRUE
4199;2;2;3;0;11,9;TRUE
4200;2;2;3;0;11,1;TRUE
4201;2;2;3;0;10,7;TRUE
4202;2;2;3;0;11,1;TRUE
4203;2;2;3;0;11,7;TRUE
4204;2;2;3;0;11,8;TRUE
4205;2;2;3;0;11,4;TRUE
4206;2;2;3;0;11,9;TRUE
4207;2;2;3;0;11,2;TRUE
4208;2;2;3;0;11,6;TRUE
4209;2;2;3;0;11,7;TRUE
4210;2;2;3;0;11,2;TRUE
4211;2;2;3;0;11,2;TRUE
4212;2;2;3;0;11,5;TRUE
4213;1;1;4;0;8;TRUE
4214;1;1;4;0;8,6;TRUE
4215;1;1;4;0;8;TRUE
4216;1;1;4;0;8,1;TRUE
4217;1;1;4;0;8,3;TRUE
4218;1;1;4;0;8,4;TRUE
4219;1;1;4;0;8,4;TRUE
4220;1;1;4;0;8,2;TRUE
4221;1;1;4;0;7,9;TRUE
4222;1;1;4;0;8,1;TRUE
4223;1;1;4;0;8;TRUE
4224;1;1;4;0;8,4;TRUE
4225;1;1;4;0;8,3;TRUE
4226;1;1;4;0;8,1;TRUE
4227;1;1;4;0;8,3;TRUE
4228;1;1;4;0;8,3;TRUE
4229;1;1;4;0;8,2;TRUE
4230;1;1;4;0;8,3;TRUE
4231;1;1;4;0;8,1;TRUE
4232;1;1;4;0;8,2;TRUE
4233;1;1;4;0;8,1;TRUE
4234;1;1;4;0;8,3;TRUE
4235;1;1;4;0;8,1;TRUE
4236;1;1;4;0;8,5;TRUE
4237;1;1;4;0;8,4;TRUE
4238;1;1;4;0;8,1;TRUE
4239;1;1;4;0;8,5;TRUE
4240;1;1;4;0;8,2;TRUE
4241;1;1;4;0;7,9;TRUE
4242;1;1;4;0;8;TRUE
4243;1;1;4;0;8,2;TRUE
4244;1;1;4;0;8,5;TRUE
4245;1;1;4;0;8,5;TRUE
4246;1;1;4;0;8,2;TRUE
4247;1;1;4;0;8,4;TRUE
4248;1;1;4;0;8,2;TRUE
4249;1;1;4;0;8,1;TRUE
4250;1;1;4;0;8,2;TRUE
4251;1;1;4;0;8,2;TRUE
4252;1;1;4;0;8,1;TRUE
4253;2;1;4;0;9,6;TRUE
4254;2;1;4;0;9,2;TRUE
4255;2;1;4;0;9,7;TRUE
4256;2;1;4;0;8,8;TRUE
4257;2;1;4;0;9,1;TRUE
4258;2;1;4;0;9,5;TRUE
4259;2;1;4;0;9,9;TRUE
4260;2;1;4;0;9,4;TRUE
4261;2;1;4;0;9,2;TRUE
4262;2;1;4;0;9,9;TRUE
4263;2;1;4;0;9,1;TRUE
4264;2;1;4;0;9,2;TRUE
4265;2;1;4;0;9,5;TRUE
4266;2;1;4;0;9,4;TRUE
4267;2;1;4;0;9,7;TRUE
4268;2;1;4;0;9,4;TRUE
4269;2;1;4;0;9;TRUE
4270;2;1;4;0;9,2;TRUE
4271;2;1;4;0;9,6;TRUE
4272;2;1;4;0;9,5;TRUE
4273;2;1;4;0;8,8;TRUE
4274;2;1;4;0;9,5;TRUE
4275;2;1;4;0;8,9;TRUE
4276;2;1;4;0;9,4;TRUE
4277;2;1;4;0;9,3;TRUE
4278;2;1;4;0;9,2;TRUE
4279;2;1;4;0;9,3;TRUE
4280;2;1;4;0;9,1;TRUE
4281;2;1;4;0;9,2;TRUE
4282;2;1;4;0;9,4;TRUE
4283;2;1;4;0;9,5;TRUE
4284;2;1;4;0;9,4;TRUE
4285;2;1;4;0;8,6;TRUE
4286;2;1;4;0;8,9;TRUE
4287;2;1;4;0;9,4;TRUE
4288;2;1;4;0;9,2;TRUE
4289;2;1;4;0;8,8;TRUE
4290;2;1;4;0;8,9;TRUE
4291;2;1;4;0;9,3;TRUE
4292;2;1;4;0;9,2;TRUE
4293;1;2;4;0;11;TRUE
4294;1;2;4;0;10,8;TRUE
4295;1;2;4;0;10,9;TRUE
4296;1;2;4;0;10,6;TRUE
4297;1;2;4;0;10,6;TRUE
4298;1;2;4;0;10,6;TRUE
4299;1;2;4;0;10,6;TRUE
4300;1;2;4;0;10,7;TRUE
4301;1;2;4;0;11;TRUE
4302;1;2;4;0;10,8;TRUE
4303;1;2;4;0;10,3;TRUE
4304;1;2;4;0;11;TRUE
4305;1;2;4;0;10,3;TRUE
4306;1;2;4;0;10,2;TRUE
4307;1;2;4;0;10,3;TRUE
4308;1;2;4;0;10,5;TRUE
4309;1;2;4;0;10,6;TRUE
4310;1;2;4;0;10,3;TRUE
4311;1;2;4;0;10,9;TRUE
4312;1;2;4;0;10,2;TRUE
4313;1;2;4;0;11,2;TRUE
4314;1;2;4;0;10,8;TRUE
4315;1;2;4;0;11,1;TRUE
4316;1;2;4;0;10,5;TRUE
4317;1;2;4;0;10,1;TRUE
4318;1;2;4;0;10,7;TRUE
4319;1;2;4;0;10,8;TRUE
4320;1;2;4;0;10,5;TRUE
4321;1;2;4;0;10,8;TRUE
4322;1;2;4;0;10,8;TRUE
4323;1;2;4;0;10,3;TRUE
4324;1;2;4;0;10,9;TRUE
4325;1;2;4;0;10,9;TRUE
4326;1;2;4;0;10,1;TRUE
4327;1;2;4;0;10,7;TRUE
4328;1;2;4;0;11;TRUE
4329;1;2;4;0;10,4;TRUE
4330;1;2;4;0;10,8;TRUE
4331;1;2;4;0;10,8;TRUE
4332;1;2;4;0;10,6;TRUE
4333;2;2;4;0;11,2;TRUE
4334;2;2;4;0;11,4;TRUE
4335;2;2;4;0;11,4;TRUE
4336;2;2;4;0;10,8;TRUE
4337;2;2;4;0;10,8;TRUE
4338;2;2;4;0;11,3;TRUE
4339;2;2;4;0;12,1;TRUE
4340;2;2;4;0;12;TRUE
4341;2;2;4;0;11,7;TRUE
4342;2;2;4;0;12,2;TRUE
4343;2;2;4;0;11,9;TRUE
4344;2;2;4;0;11,7;TRUE
4345;2;2;4;0;10,8;TRUE
4346;2;2;4;0;11,2;TRUE
4347;2;2;4;0;11,3;TRUE
4348;2;2;4;0;11,5;TRUE
4349;2;2;4;0;11,7;TRUE
4350;2;2;4;0;11,4;TRUE
4351;2;2;4;0;11,9;TRUE
4352;2;2;4;0;11,7;TRUE
4353;2;2;4;0;11,5;TRUE
4354;2;2;4;0;11,7;TRUE
4355;2;2;4;0;11,8;TRUE
4356;2;2;4;0;11,2;TRUE
4357;2;2;4;0;12,6;TRUE
4358;2;2;4;0;11,4;TRUE
4359;2;2;4;0;11,4;TRUE
4360;2;2;4;0;11,2;TRUE
4361;2;2;4;0;11,8;TRUE
4362;2;2;4;0;11;TRUE
4363;2;2;4;0;12;TRUE
4364;2;2;4;0;11,4;TRUE
4365;2;2;4;0;12,2;TRUE
4366;2;2;4;0;11,9;TRUE
4367;2;2;4;0;10,9;TRUE
4368;2;2;4;0;11,1;TRUE
4369;2;2;4;0;11,9;TRUE
4370;2;2;4;0;11,7;TRUE
4371;2;2;4;0;11,2;TRUE
4372;2;2;4;0;12,2;TRUE
4373;1;1;5;0;8,3;TRUE
4374;1;1;5;0;8,2;TRUE
4375;1;1;5;0;8,2;TRUE
4376;1;1;5;0;8,2;TRUE
4377;1;1;5;0;8;TRUE
4378;1;1;5;0;8,2;TRUE
4379;1;1;5;0;8,2;TRUE
4380;1;1;5;0;7,7;TRUE
4381;1;1;5;0;8,4;TRUE
4382;1;1;5;0;8,3;TRUE
4383;1;1;5;0;8,3;TRUE
4384;1;1;5;0;8,4;TRUE
4385;1;1;5;0;8,2;TRUE
4386;1;1;5;0;8,2;TRUE
4387;1;1;5;0;8,1;TRUE
4388;1;1;5;0;8;TRUE
4389;1;1;5;0;8;TRUE
4390;1;1;5;0;8;TRUE
4391;1;1;5;0;8,3;TRUE
4392;1;1;5;0;8,3;TRUE
4393;1;1;5;0;8,3;TRUE
4394;1;1;5;0;8,3;TRUE
4395;1;1;5;0;8,5;TRUE
4396;1;1;5;0;7,9;TRUE
4397;1;1;5;0;8,1;TRUE
4398;1;1;5;0;8,4;TRUE
4399;1;1;5;0;8,2;TRUE
4400;1;1;5;0;8,2;TRUE
4401;1;1;5;0;8,3;TRUE
4402;1;1;5;0;8,4;TRUE
4403;1;1;5;0;8,3;TRUE
4404;1;1;5;0;8,5;TRUE
4405;1;1;5;0;8;TRUE
4406;1;1;5;0;8;TRUE
4407;1;1;5;0;8,3;TRUE
4408;1;1;5;0;8,3;TRUE
4409;1;1;5;0;7,9;TRUE
4410;1;1;5;0;8,4;TRUE
4411;1;1;5;0;8,2;TRUE
4412;1;1;5;0;7,9;TRUE
4413;2;1;5;0;9,3;TRUE
4414;2;1;5;0;8,7;TRUE
4415;2;1;5;0;9,6;TRUE
4416;2;1;5;0;8,5;TRUE
4417;2;1;5;0;9;TRUE
4418;2;1;5;0;9,4;TRUE
4419;2;1;5;0;8,8;TRUE
4420;2;1;5;0;8,9;TRUE
4421;2;1;5;0;9;TRUE
4422;2;1;5;0;9,2;TRUE
4423;2;1;5;0;9,4;TRUE
4424;2;1;5;0;8,8;TRUE
4425;2;1;5;0;9,3;TRUE
4426;2;1;5;0;9,1;TRUE
4427;2;1;5;0;9,2;TRUE
4428;2;1;5;0;8,9;TRUE
4429;2;1;5;0;8,9;TRUE
4430;2;1;5;0;9,5;TRUE
4431;2;1;5;0;9,2;TRUE
4432;2;1;5;0;9;TRUE
4433;2;1;5;0;9,8;TRUE
4434;2;1;5;0;9,1;TRUE
4435;2;1;5;0;9;TRUE
